# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| rm          | snow        | ac3         | enc_failed  |
| rm          | snow        | flac        | enc_failed  |
| rm          | snow        | g726        | enc_failed  |
| rm          | snow        | libamr_nb   | enc_failed  |
| rm          | snow        | libamr_wb   | enc_failed  |
| rm          | snow        | mp2         | enc_failed  |
| rm          | snow        | mp3         | enc_failed  |
| rm          | snow        | roq_dpcm    | enc_failed  |
| rm          | snow        | sonic       | enc_failed  |
| rm          | snow        | sonicls     | enc_failed  |
| rm          | snow        | vorbis      | enc_failed  |
| rm          | snow        | wmav1       | enc_failed  |
| rm          | snow        | wmav2       | enc_failed  |
| rm          | svq1        | aac         | ok          |
| rm          | svq1        | ac3         | ok          |
| rm          | svq1        | flac        | ok          |
| rm          | svq1        | g726        | enc_failed  |
| rm          | svq1        | libamr_nb   | enc_failed  |
| rm          | svq1        | libamr_wb   | enc_failed  |
| rm          | svq1        | mp2         | ok          |
| rm          | svq1        | mp3         | ok          |
| rm          | svq1        | roq_dpcm    | enc_failed  |
| rm          | svq1        | sonic       | ok          |
| rm          | svq1        | sonicls     | ok          |
| rm          | svq1        | vorbis      | ok          |
| rm          | svq1        | wmav1       | ok          |
| rm          | svq1        | wmav2       | ok          |
| rm          | wmv1        | aac         | ok          |
| rm          | wmv1        | ac3         | ok          |
| rm          | wmv1        | flac        | ok          |
| rm          | wmv1        | g726        | enc_failed  |
| rm          | wmv1        | libamr_nb   | enc_failed  |
| rm          | wmv1        | libamr_wb   | enc_failed  |
| rm          | wmv1        | mp2         | ok          |
| rm          | wmv1        | mp3         | ok          |
| rm          | wmv1        | roq_dpcm    | enc_failed  |
| rm          | wmv1        | sonic       | ok          |
| rm          | wmv1        | sonicls     | ok          |
| rm          | wmv1        | vorbis      | ok          |
| rm          | wmv1        | wmav1       | ok          |
| rm          | wmv1        | wmav2       | ok          |
| rm          | wmv2        | aac         | ok          |
| rm          | wmv2        | ac3         | ok          |
| rm          | wmv2        | flac        | ok          |
| rm          | wmv2        | g726        | enc_failed  |
| rm          | wmv2        | libamr_nb   | enc_failed  |
| rm          | wmv2        | libamr_wb   | enc_failed  |
| rm          | wmv2        | mp2         | ok          |
| rm          | wmv2        | mp3         | ok          |
| rm          | wmv2        | roq_dpcm    | enc_failed  |
| rm          | wmv2        | sonic       | ok          |
| rm          | wmv2        | sonicls     | ok          |
| rm          | wmv2        | vorbis      | ok          |
| rm          | wmv2        | wmav1       | ok          |
| rm          | wmv2        | wmav2       | ok          |
| rm          | xvid        | aac         | ok          |
| rm          | xvid        | ac3         | ok          |
| rm          | xvid        | flac        | ok          |
| rm          | xvid        | g726        | enc_failed  |
| rm          | xvid        | libamr_nb   | enc_failed  |
| rm          | xvid        | libamr_wb   | enc_failed  |
| rm          | xvid        | mp2         | ok          |
| rm          | xvid        | mp3         | ok          |
| rm          | xvid        | roq_dpcm    | enc_failed  |
| rm          | xvid        | sonic       | ok          |
| rm          | xvid        | sonicls     | ok          |
| rm          | xvid        | vorbis      | ok          |
| rm          | xvid        | wmav1       | ok          |
| rm          | xvid        | wmav2       | ok          |
| swf         | asv1        | aac         | enc_failed  |
| swf         | asv1        | ac3         | enc_failed  |
| swf         | asv1        | flac        | enc_failed  |
| swf         | asv1        | g726        | enc_failed  |
| swf         | asv1        | libamr_nb   | enc_failed  |
| swf         | asv1        | libamr_wb   | enc_failed  |
| swf         | asv1        | mp2         | enc_failed  |
| swf         | asv1        | mp3         | enc_failed  |
| swf         | asv1        | roq_dpcm    | enc_failed  |
| swf         | asv1        | sonic       | enc_failed  |
| swf         | asv1        | sonicls     | enc_failed  |
| swf         | asv1        | vorbis      | enc_failed  |
| swf         | asv1        | wmav1       | enc_failed  |
| swf         | asv1        | wmav2       | enc_failed  |
| swf         | asv2        | aac         | enc_failed  |
| swf         | asv2        | ac3         | enc_failed  |
| swf         | asv2        | flac        | enc_failed  |
| swf         | asv2        | g726        | enc_failed  |
| swf         | asv2        | libamr_nb   | enc_failed  |
| swf         | asv2        | libamr_wb   | enc_failed  |
| swf         | asv2        | mp2         | enc_failed  |
| swf         | asv2        | mp3         | enc_failed  |
| swf         | asv2        | roq_dpcm    | enc_failed  |
| swf         | asv2        | sonic       | enc_failed  |
| swf         | asv2        | sonicls     | enc_failed  |
| swf         | asv2        | vorbis      | enc_failed  |
| swf         | asv2        | wmav1       | enc_failed  |
| swf         | asv2        | wmav2       | enc_failed  |
| swf         | dvvideo     | aac         | enc_failed  |
| swf         | dvvideo     | ac3         | enc_failed  |
| swf         | dvvideo     | flac        | enc_failed  |
| swf         | dvvideo     | g726        | enc_failed  |
| swf         | dvvideo     | libamr_nb   | enc_failed  |
| swf         | dvvideo     | libamr_wb   | enc_failed  |
| swf         | dvvideo     | mp2         | enc_failed  |
| swf         | dvvideo     | mp3         | enc_failed  |
| swf         | dvvideo     | roq_dpcm    | enc_failed  |
| swf         | dvvideo     | sonic       | enc_failed  |
| swf         | dvvideo     | sonicls     | enc_failed  |
| swf         | dvvideo     | vorbis      | enc_failed  |
| swf         | dvvideo     | wmav1       | enc_failed  |
| swf         | dvvideo     | wmav2       | enc_failed  |
| swf         | ffv1        | aac         | enc_failed  |
| swf         | ffv1        | ac3         | enc_failed  |
| swf         | ffv1        | flac        | enc_failed  |
| swf         | ffv1        | g726        | enc_failed  |
| swf         | ffv1        | libamr_nb   | enc_failed  |
| swf         | ffv1        | libamr_wb   | enc_failed  |
| swf         | ffv1        | mp2         | enc_failed  |
| swf         | ffv1        | mp3         | enc_failed  |
| swf         | ffv1        | roq_dpcm    | enc_failed  |
| swf         | ffv1        | sonic       | enc_failed  |
| swf         | ffv1        | sonicls     | enc_failed  |
| swf         | ffv1        | vorbis      | enc_failed  |
| swf         | ffv1        | wmav1       | enc_failed  |
| swf         | ffv1        | wmav2       | enc_failed  |
| swf         | flv         | aac         | enc_failed  |
| swf         | flv         | ac3         | enc_failed  |
| swf         | flv         | flac        | enc_failed  |
| swf         | flv         | g726        | enc_failed  |
| swf         | flv         | libamr_nb   | enc_failed  |
| swf         | flv         | libamr_wb   | enc_failed  |
| swf         | flv         | mp2         | enc_failed  |
| swf         | flv         | mp3         | enc_failed  |
| swf         | flv         | roq_dpcm    | enc_failed  |
| swf         | flv         | sonic       | enc_failed  |
| swf         | flv         | sonicls     | enc_failed  |
| swf         | flv         | vorbis      | enc_failed  |
| swf         | flv         | wmav1       | enc_failed  |
| swf         | flv         | wmav2       | enc_failed  |
| swf         | h261        | aac         | enc_failed  |
| swf         | h261        | ac3         | enc_failed  |
| swf         | h261        | flac        | enc_failed  |
| swf         | h261        | g726        | enc_failed  |
| swf         | h261        | libamr_nb   | enc_failed  |
| swf         | h261        | libamr_wb   | enc_failed  |
| swf         | h261        | mp2         | enc_failed  |
| swf         | h261        | mp3         | enc_failed  |
| swf         | h261        | roq_dpcm    | enc_failed  |
| swf         | h261        | sonic       | enc_failed  |
| swf         | h261        | sonicls     | enc_failed  |
| swf         | h261        | vorbis      | enc_failed  |
| swf         | h261        | wmav1       | enc_failed  |
| swf         | h261        | wmav2       | enc_failed  |
| swf         | h263        | aac         | enc_failed  |
| swf         | h263        | ac3         | enc_failed  |
| swf         | h263        | flac        | enc_failed  |
| swf         | h263        | g726        | enc_failed  |
| swf         | h263        | libamr_nb   | enc_failed  |
| swf         | h263        | libamr_wb   | enc_failed  |
| swf         | h263        | mp2         | enc_failed  |
| swf         | h263        | mp3         | enc_failed  |
| swf         | h263        | roq_dpcm    | enc_failed  |
| swf         | h263        | sonic       | enc_failed  |
| swf         | h263        | sonicls     | enc_failed  |
| swf         | h263        | vorbis      | enc_failed  |
| swf         | h263        | wmav1       | enc_failed  |
| swf         | h263        | wmav2       | enc_failed  |
| swf         | h263p       | aac         | enc_failed  |
| swf         | h263p       | ac3         | enc_failed  |
| swf         | h263p       | flac        | enc_failed  |
| swf         | h263p       | g726        | enc_failed  |
| swf         | h263p       | libamr_nb   | enc_failed  |
| swf         | h263p       | libamr_wb   | enc_failed  |
| swf         | h263p       | mp2         | enc_failed  |
| swf         | h263p       | mp3         | enc_failed  |
| swf         | h263p       | roq_dpcm    | enc_failed  |
| swf         | h263p       | sonic       | enc_failed  |
| swf         | h263p       | sonicls     | enc_failed  |
| swf         | h263p       | vorbis      | enc_failed  |
| swf         | h263p       | wmav1       | enc_failed  |
| swf         | h263p       | wmav2       | enc_failed  |
| swf         | h264        | aac         | enc_failed  |
| swf         | h264        | ac3         | enc_failed  |
| swf         | h264        | flac        | enc_failed  |
| swf         | h264        | g726        | enc_failed  |
| swf         | h264        | libamr_nb   | enc_failed  |
| swf         | h264        | libamr_wb   | enc_failed  |
| swf         | h264        | mp2         | enc_failed  |
| swf         | h264        | mp3         | enc_failed  |
| swf         | h264        | roq_dpcm    | enc_failed  |
| swf         | h264        | sonic       | enc_failed  |
| swf         | h264        | sonicls     | enc_failed  |
| swf         | h264        | vorbis      | enc_failed  |
| swf         | h264        | wmav1       | enc_failed  |
| swf         | h264        | wmav2       | enc_failed  |
| swf         | huffyuv     | aac         | enc_failed  |
| swf         | huffyuv     | ac3         | enc_failed  |
| swf         | huffyuv     | flac        | enc_failed  |
